Minutes, Torq (N-m),Km/h,Watts,Km,Cadence,Hrate,ID
0.021,7.796,22.5,146,0.008,84,110,0
0.042,10.621,23.172,205,0.017,82,110,0
0.063,9.378,24.042,188,0.025,81,112,0
0.084,8.587,24.481,175,0.034,84,113,0
0.105,6.779,24.852,140,0.042,85,114,0
0.126,8.813,25.235,185,0.052,79,115,0
0.147,9.943,25.675,213,0.061,78,117,0
0.168,8.587,26.038,186,0.069,79,118,0
0.189,7.909,26.27,173,0.08,80,118,0
0.21,8.135,26.65,181,0.088,81,120,0
0.231,7.57,27.091,171,0.099,82,121,0
0.252,7.344,27.141,166,0.107,83,121,0
0.273,7.344,27.241,167,0.117,83,122,0
0.294,10.282,27.598,236,0.126,83,123,0
0.315,7.457,27.912,173,0.136,85,123,0
0.336,8.135,28.287,192,0.147,86,123,0
0.357,8.813,28.506,209,0.155,87,124,0
0.378,7.118,28.341,168,0.166,86,124,0
0.399,1.243,26.698,28,0.176,86,124,0
0.42,0,21.641,0,0.182,86,124,0
0.441,0,15.612,0,0.187,0,124,0
0.462,23.275,9.766,189,0.189,30,124,0
0.483,31.862,8.588,228,0.193,33,123,0
0.504,35.251,13.969,410,0.199,50,123,0
0.525,25.196,17.217,361,0.205,46,123,0
0.546,25.422,20.786,440,0.212,59,123,0
0.567,22.258,22.569,418,0.22,68,124,0
0.588,19.885,24.319,403,0.228,74,125,0
0.609,14.462,25.72,310,0.239,76,126,0
0.63,9.265,25.901,200,0.247,79,127,0
0.651,7.796,25.992,169,0.256,80,128,0
0.672,11.524,26.506,254,0.266,80,130,0
0.693,8.587,26.844,192,0.275,81,131,0
0.714,9.152,26.992,206,0.285,82,132,0
0.735,9.152,27.393,209,0.293,83,134,0
0.756,8.135,27.702,188,0.304,84,136,0
0.777,7.005,27.65,161,0.312,84,136,0
0.798,7.683,27.65,177,0.323,84,137,0
0.819,7.57,27.65,174,0.333,84,138,0
0.84,7.796,27.241,177,0.342,84,138,0
0.861,7.118,27.702,164,0.352,84,139,0
0.882,7.118,27.547,163,0.363,84,140,0
0.903,5.649,27.547,130,0.371,84,140,0
0.924,6.553,27.547,150,0.381,84,140,0
0.945,8.813,27.393,201,0.39,84,140,0
0.966,9.265,27.912,215,0.4,84,141,0
0.987,8.135,28.125,191,0.411,86,141,0
1.008,8.135,28.451,193,0.419,87,141,0
1.029,10.395,28.451,246,0.43,87,141,0
1.05,8.361,28.451,198,0.44,87,140,0
1.071,8.135,28.784,195,0.451,87,140,0
1.092,7.231,28.672,173,0.461,88,139,0
1.113,8.022,29.125,195,0.47,89,139,0
1.134,7.796,29.125,189,0.48,89,138,0
1.155,9.039,28.954,218,0.49,88,138,0
1.176,11.524,28.784,276,0.501,88,138,0
1.197,9.265,28.617,221,0.511,88,138,0
1.218,11.411,28.287,269,0.52,87,139,0
1.239,12.88,28.179,302,0.53,86,139,0
1.26,10.508,27.807,243,0.541,85,139,0
1.281,14.01,27.495,321,0.549,85,139,0
1.302,13.671,27.241,310,0.56,83,140,0
1.323,16.722,27.041,377,0.568,83,140,0
1.344,15.366,27.091,347,0.578,82,141,0
1.365,13.219,27.241,300,0.587,83,141,0
1.386,8.135,27.965,189,0.597,84,142,0
1.407,4.067,29.534,100,0.608,86,142,0
1.428,4.632,30.832,119,0.618,83,142,0
1.449,6.779,32.533,184,0.631,91,142,0
1.47,6.214,33.724,175,0.641,96,142,0
1.491,8.248,34.353,236,0.654,98,142,0
1.512,5.31,35.173,156,0.667,96,141,0
1.533,7.005,35.257,206,0.679,93,141,0
1.554,5.875,35.173,172,0.692,93,141,0
1.575,6.44,34.923,187,0.704,93,140,0
1.596,8.474,34.758,245,0.715,91,140,0
1.617,8.361,34.353,239,0.727,90,140,0
1.638,8.248,33.879,233,0.74,89,140,0
1.659,9.265,33.343,257,0.75,89,140,0
1.68,10.282,33.193,284,0.763,88,140,0
1.701,10.508,33.044,289,0.773,87,141,0
1.722,9.265,32.75,253,0.786,87,141,0
1.743,10.395,32.533,282,0.796,86,142,0
1.764,11.298,32.605,307,0.809,86,142,0
1.785,8.7,32.533,236,0.82,86,143,0
1.806,9.152,32.461,247,0.832,86,143,0
1.827,7.118,32.823,195,0.843,87,143,0
1.848,6.779,33.193,187,0.855,88,143,0
1.869,7.457,33.802,210,0.866,89,143,0
1.89,8.926,34.595,257,0.878,91,143,0
1.911,5.875,34.84,170,0.891,93,143,0
1.932,7.118,35.006,207,0.903,93,143,0
1.953,6.44,35.342,190,0.916,93,143,0
1.974,5.988,35.512,177,0.929,94,143,0
1.995,6.44,35.598,191,0.941,94,143,0
2.016,5.084,35.512,150,0.952,94,142,0
2.037,8.135,35.257,239,0.964,94,142,0
2.058,7.457,35.427,220,0.977,94,142,0
2.079,5.31,35.089,155,0.989,93,142,0
2.1,9.491,34.758,275,1.002,93,142,0
2.121,9.717,34.595,280,1.014,91,142,0
2.142,9.265,34.273,264,1.025,91,142,0
2.163,9.491,34.115,270,1.038,90,142,0
2.184,9.265,33.802,261,1.05,89,142,0
2.205,8.135,33.494,227,1.061,89,142,0
2.226,7.796,33.802,219,1.073,89,142,0
2.247,7.005,34.273,200,1.086,90,142,0
2.268,5.988,34.353,171,1.096,90,142,0
2.289,6.553,34.353,187,1.109,90,142,0
2.31,7.231,34.84,210,1.121,91,142,0
2.331,7.796,35.089,228,1.134,93,142,0
2.352,7.457,35.342,219,1.147,94,142,0
2.373,7.344,35.512,217,1.159,94,142,0
2.394,8.361,35.427,247,1.172,94,142,0
2.415,9.265,34.758,268,1.182,93,142,0
2.436,9.943,34.194,283,1.195,91,142,0
2.457,12.541,33.418,349,1.207,88,142,0
2.478,13.332,33.267,369,1.218,88,143,0
2.499,11.073,32.533,300,1.23,87,143,0
2.52,7.231,31.423,189,1.241,86,143,0
2.541,13.558,30.832,348,1.251,88,144,0
2.562,15.14,30.449,384,1.262,87,144,0
2.583,12.993,30.703,332,1.272,87,145,0
2.604,12.654,30.896,326,1.283,88,146,0
2.625,14.236,31.29,371,1.295,88,146,0
2.646,12.428,31.969,331,1.306,90,146,0
2.667,9.491,32.108,254,1.316,91,146,0
2.688,8.587,32.038,229,1.329,91,147,0
