Minutes, Torq (N-m),Km/h,Watts,Km,Cadence,Hrate,ID
0.021,6.553,14.911,81,0.013,60,0,0
0.042,3.503,14.911,43,0.019,65,0,0
0.063,2.712,13.891,31,0.023,60,0,0
0.084,8.248,11.454,78,0.027,55,0,0
0.105,7.231,17.037,102,0.034,54,0,0
0.126,5.649,18.504,87,0.04,60,0,0
0.147,1.356,15.768,18,0.046,67,0,0
0.168,0,9.258,0,0.048,67,0,0
0.189,0,9.258,0,0.048,0,0,0
0.21,0,0,-1,0.048,0,0,0
0.231,0,0,-1,0.048,0,0,0
0.252,1.017,0,-1,0.048,33,0,0
0.273,1.13,6.023,-1,0.051,33,0,0
0.294,0.565,0,-1,0.051,0,0,0
0.315,1.469,0,-1,0.051,0,-1,0
0.336,0.113,0,-1,0.051,0,-1,0
0.357,0,0,-1,0.051,0,-1,0
0.378,0,0,-1,0.051,0,-1,0
0.399,0,0,-1,0.051,0,-1,0
0.42,0,0,-1,0.051,0,-1,0
0.441,0,0,-1,0.051,0,-1,0
1.32583,7.118,14.049,83,0.061,43,-1,0
1.34683,5.649,16.959,79,0.067,53,-1,0
1.36783,5.875,18.481,90,0.074,69,-1,0
1.38883,5.988,19.35,96,0.08,71,-1,0
1.40983,5.536,19.684,90,0.086,72,-1,0
1.43083,5.31,19.606,86,0.095,73,-1,0
1.45183,5.197,19.4,83,0.101,72,-1,0
1.47283,5.649,19.199,90,0.108,72,-1,0
1.49383,5.197,19.426,84,0.114,72,-1,0
1.51483,5.649,19.426,91,0.122,72,-1,0
1.53583,5.197,19.58,84,0.129,72,-1,0
1.55683,5.31,19.324,85,0.135,72,-1,0
1.57783,5.649,19.375,91,0.141,72,-1,0
1.59883,5.084,19.632,83,0.15,72,0,0
1.61983,5.762,19.684,94,0.156,73,81,0
1.64083,5.31,19.868,87,0.162,74,83,0
1.66183,5.649,19.976,93,0.169,75,84,0
1.68283,5.649,20.36,95,0.177,75,85,0
1.70383,5.875,20.586,100,0.183,76,88,0
1.72483,5.31,20.817,92,0.192,78,89,0
1.74583,5.31,20.759,91,0.198,78,90,0
1.76683,5.536,20.472,94,0.207,77,91,0
1.78783,5.988,20.847,103,0.213,77,95,0
1.80883,5.31,21.054,93,0.221,78,95,0
1.82983,5.423,21.084,95,0.228,79,97,0
1.85083,5.762,20.994,100,0.236,79,98,0
1.87183,5.197,20.817,90,0.242,78,98,0
1.89283,5.197,20.759,89,0.249,78,98,0
1.91383,5.423,20.847,94,0.257,78,98,0
1.93483,5.762,20.73,99,0.264,78,97,0
